subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	confidence	mapping_tool	license	mapping_set_title	mapping_set_version	mapping_set_id
MESH:D017257	Ramipril	skos:exactMatch		CHEBI:8774	ramipril	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017258	Medroxyprogesterone Acetate	skos:exactMatch		CHEBI:6716	medroxyprogesterone acetate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017259	Dimaprit	skos:exactMatch		CHEBI:81389	Dimaprit	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017273	Goserelin	skos:exactMatch		CHEBI:5523	Goserelin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017274	Nafarelin	skos:exactMatch		CHEBI:7445	Nafarelin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017275	Isradipine	skos:exactMatch		CHEBI:6073	Isradipine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017291	Clarithromycin	skos:exactMatch		CHEBI:3732	clarithromycin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017294	Ondansetron	skos:exactMatch		CHEBI:7773	Ondansetron	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017366	Serotonin Receptor Agonists	skos:exactMatch		CHEBI:35941	serotonergic agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017374	Paroxetine	skos:exactMatch		CHEBI:7936	paroxetine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017409	Sufentanil	skos:exactMatch		CHEBI:9316	sufentanil	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017442	Histamine Agonists	skos:exactMatch		CHEBI:35678	histamine agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017693	Sodium Bicarbonate	skos:exactMatch		CHEBI:32139	sodium hydrogencarbonate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017963	Azithromycin	skos:exactMatch		CHEBI:2955	azithromycin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D017964	Itraconazole	skos:exactMatch		CHEBI:6076	itraconazole	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018119	Stavudine	skos:exactMatch		CHEBI:63581	stavudine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018491	Dopamine Agonists	skos:exactMatch		CHEBI:51065	dopamine agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018492	Dopamine Antagonists	skos:exactMatch		CHEBI:48561	dopaminergic antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018674	Adrenergic Antagonists	skos:exactMatch		CHEBI:37887	adrenergic antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018679	Cholinergic Agonists	skos:exactMatch		CHEBI:38324	cholinergic agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018680	Cholinergic Antagonists	skos:exactMatch		CHEBI:48873	cholinergic antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018690	Excitatory Amino Acid Agonists	skos:exactMatch		CHEBI:50103	excitatory amino acid agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018691	Excitatory Amino Acid Antagonists	skos:exactMatch		CHEBI:60798	excitatory amino acid antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018721	Muscarinic Agonists	skos:exactMatch		CHEBI:38325	muscarinic agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018727	Muscarinic Antagonists	skos:exactMatch		CHEBI:48876	muscarinic antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018733	Nicotinic Antagonists	skos:exactMatch		CHEBI:48878	nicotinic antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018755	GABA Agonists	skos:exactMatch		CHEBI:51373	GABA agonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018756	GABA Antagonists	skos:exactMatch		CHEBI:65259	GABA antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018757	GABA Modulators	skos:exactMatch		CHEBI:50268	GABA modulator	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D018967	Risperidone	skos:exactMatch		CHEBI:8871	risperidone	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019259	Lamivudine	skos:exactMatch		CHEBI:63577	lamivudine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019274	Botulinum Toxins, Type A	skos:exactMatch		CHEBI:3160	Botulinum toxin type A	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019346	Sodium Acetate	skos:exactMatch		CHEBI:32954	sodium acetate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019354	Sodium Lactate	skos:exactMatch		CHEBI:75228	sodium lactate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019379	Teriparatide	skos:exactMatch		CHEBI:135983	teriparatide	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019386	Alendronate	obo:chebi#is_conjugate_base_of		CHEBI:2567	alendronic acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019438	Ritonavir	skos:exactMatch		CHEBI:45409	ritonavir	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019772	Topotecan	skos:exactMatch		CHEBI:63632	topotecan	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019788	Fluorodeoxyglucose F18	skos:exactMatch		CHEBI:49134	2-deoxy-2-((18)F)fluoro-D-glucose	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019793	Fluorescein	skos:exactMatch		CHEBI:31624	fluorescein	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019798	Neopterin	skos:exactMatch		CHEBI:28670	neopterin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019800	Phenol	skos:exactMatch		CHEBI:15882	phenol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019802	Succinic Acid	skos:exactMatch		CHEBI:15741	succinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019804	Mesalamine	skos:exactMatch		CHEBI:6775	mesalamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019806	Cromakalim	skos:exactMatch		CHEBI:3921	Cromakalim	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019807	Iodoacetic Acid	skos:exactMatch		CHEBI:74571	iodoacetic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019808	Losartan	skos:exactMatch		CHEBI:6541	losartan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019810	Sodium Azide	skos:exactMatch		CHEBI:278547	sodium azide	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019811	Hydroxylamine	skos:exactMatch		CHEBI:15429	hydroxylamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019819	Budesonide	skos:exactMatch		CHEBI:3207	budesonide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019821	Simvastatin	skos:exactMatch		CHEBI:9150	simvastatin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019829	Nevirapine	skos:exactMatch		CHEBI:63613	nevirapine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019888	Nelfinavir	skos:exactMatch		CHEBI:7496	nelfinavir	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D019905	Benzyl Alcohol	skos:exactMatch		CHEBI:17987	benzyl alcohol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020024	Leukotriene Antagonists	skos:exactMatch		CHEBI:49159	leukotriene antagonist	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020123	Sirolimus	skos:exactMatch		CHEBI:9168	sirolimus	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020280	Sertraline	skos:exactMatch		CHEBI:9123	sertraline	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020358	Sodium Cholate	skos:exactMatch		CHEBI:26711	sodium cholate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020847	Estrogen Receptor Modulators	skos:exactMatch		CHEBI:50739	estrogen receptor modulator	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020910	Ketorolac	skos:exactMatch		CHEBI:6129	ketorolac	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020911	Ketorolac Tromethamine	skos:exactMatch		CHEBI:6130	ketorolac tromethamine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D020927	Dexmedetomidine	skos:exactMatch		CHEBI:4466	dexmedetomidine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D024505	Tocopherols	skos:exactMatch		CHEBI:27013	tocopherol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D024508	Tocotrienols	skos:exactMatch		CHEBI:33235	tocotrienol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D026941	Sodium Channel Blockers	skos:exactMatch		CHEBI:38633	sodium channel blocker	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D043343	Testosterone Propionate	skos:exactMatch		CHEBI:9466	Testosterone propionate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D043371	Fatty Acids, Omega-6	skos:exactMatch		CHEBI:36009	omega-6 fatty acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D043844	Crown Ethers	skos:exactMatch		CHEBI:37408	crown ether	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D043862	Rotaxanes	skos:exactMatch		CHEBI:50961	rotaxane	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D043863	Catenanes	skos:exactMatch		CHEBI:50960	catenane	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044004	Xanthones	skos:exactMatch		CHEBI:51149	xanthones	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044045	Lipoxins	skos:exactMatch		CHEBI:6497	lipoxin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044062	Prostaglandins I	skos:exactMatch		CHEBI:26345	prostaglandins I	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044243	Linoleic Acids, Conjugated	skos:exactMatch		CHEBI:61159	conjugated linoleic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044262	Prostaglandin H2	skos:exactMatch		CHEBI:15554	prostaglandin H2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044503	5-Methylcytosine	skos:exactMatch		CHEBI:27551	5-methylcytosine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044945	Proanthocyanidins	skos:narrowMatch		CHEBI:26267	proanthocyanidin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044946	Biflavonoids	skos:exactMatch		CHEBI:50128	biflavonoid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044947	Flavonolignans	skos:exactMatch		CHEBI:72709	flavonolignan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044948	Flavonols	skos:exactMatch		CHEBI:28802	flavonols	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D044950	Flavanones	skos:exactMatch		CHEBI:28863	flavanones	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D045162	Thiazolidinediones	skos:exactMatch		CHEBI:50990	thiazolidinediones	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D045725	Tetrapyrroles	skos:exactMatch		CHEBI:26932	tetrapyrrole	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D045728	Corrinoids	skos:exactMatch		CHEBI:33913	corrinoid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D045782	Hemiterpenes	skos:exactMatch		CHEBI:35188	hemiterpene	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D046934	Ginkgolides	skos:exactMatch		CHEBI:136909	ginkgolide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047069	Pyrazolones	skos:exactMatch		CHEBI:83328	pyrazolone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047090	beta-Lactams	skos:exactMatch		CHEBI:35627	beta-lactam	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047188	Chalcones	skos:exactMatch		CHEBI:23086	chalcones	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047248	Crown Compounds	skos:exactMatch		CHEBI:37409	crown compound	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047309	Flavones	skos:exactMatch		CHEBI:24043	flavones	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047310	Apigenin	skos:exactMatch		CHEBI:18388	apigenin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047311	Luteolin	skos:exactMatch		CHEBI:15864	luteolin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047348	Hydrolyzable Tannins	skos:exactMatch		CHEBI:78689	hydrolysable tannin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D047428	Protein Kinase Inhibitors	skos:exactMatch		CHEBI:37699	protein kinase inhibitor	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346			https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
