subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	mapping_tool
MESH:C076246	Sitafloxacin	skos:exactMatch	CHEBI:4304	sitafloxacin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C025737	hexadecane-1-sulfonic acid	skos:exactMatch	CHEBI:43043	cetylsulfonic acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C014290	hydroxyflutamide	skos:exactMatch	CHEBI:43064	hydroxyflutamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C000613895	Dalbergin	skos:exactMatch	CHEBI:4308	dalbergin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C012266	Damsin	skos:exactMatch	CHEBI:4314	damsin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C452759	daphnetoxin	skos:exactMatch	CHEBI:4321	daphnetoxin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C117762	Daphnoline	skos:exactMatch	CHEBI:4323	daphnoline	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C113100	immucillin G	skos:exactMatch	CHEBI:43467	immucillin G	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C050181	4-iodophenol	skos:exactMatch	CHEBI:43521	4-iodophenol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C101278	Decursin	skos:exactMatch	CHEBI:4353	decursin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C020889	dihydrokainic acid	skos:exactMatch	CHEBI:43562	dihydrokainic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C107676	Deguelin	skos:exactMatch	CHEBI:4357	deguelin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C464660	obeticholic acid	skos:exactMatch	CHEBI:43602	obeticholic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C048747	5-iodouracil	skos:exactMatch	CHEBI:43636	5-iodouracil	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C045308	Delsoline	skos:exactMatch	CHEBI:4385	delsoline	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C017180	deltamethrin	skos:exactMatch	CHEBI:4388	decamethrin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C054634	methyllycaconitine	skos:exactMatch	CHEBI:43931	methyllycaconitine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C083858	emivirine	skos:exactMatch	CHEBI:44143	emivirine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C014451	deoxypodophyllotoxin	skos:exactMatch	CHEBI:4429	deoxypodophyllotoxin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C018038	Dexamethasone acetate	skos:exactMatch	CHEBI:4463	dexamethasone acetate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C031338	13-cis-retinal	skos:exactMatch	CHEBI:45487	13-cis-retinal	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C052634	Dihydrogriesenin	skos:exactMatch	CHEBI:4566	dihydrogriesenin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C093386	SDZ 35-682	skos:exactMatch	CHEBI:45666	SDZ 35-682	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C086235	SWINHOLIDE A	skos:exactMatch	CHEBI:45752	swinholide A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C100307	streptolydigin	skos:exactMatch	CHEBI:45773	streptolydigin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C506133	methyl syringate	skos:exactMatch	CHEBI:45820	methyl syringate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C405951	sulfur monoxide	skos:exactMatch	CHEBI:45822	sulfur monoxide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C470023	docosane	skos:exactMatch	CHEBI:46050	docosane	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C005858	picric acid	skos:exactMatch	CHEBI:46149	picric acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C024989	coenzyme Q10	skos:exactMatch	CHEBI:46245	coenzyme Q10	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D000077211	zoledronic acid	skos:exactMatch	CHEBI:46557	Zoledronic Acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C482205	Nutlin-3	skos:exactMatch	CHEBI:46742	nutlin 3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C060344	dolasetron	skos:exactMatch	CHEBI:4682	dolasetron	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C047948	1'-acetoxychavicol acetate	skos:exactMatch	CHEBI:469	1'-acetoxychavicol acetate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C064769	N-acetylsphingosine	skos:exactMatch	CHEBI:46979	N-acetylsphingosine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C115354	lonafarnib	skos:exactMatch	CHEBI:47097	lonafarnib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C077990	alvocidib	skos:exactMatch	CHEBI:47344	alvocidib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C053853	dirithromycin	skos:exactMatch	CHEBI:474014	dirithromycin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C060297	echinacoside	skos:exactMatch	CHEBI:4745	echinacoside	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C106731	3-BROMO-7-NITROINDAZOLE	skos:exactMatch	CHEBI:47492	3-bromo-7-nitroindazole	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D000068656	mometasone furoate	skos:exactMatch	CHEBI:47564	Mometasone Furoate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C087566	piclamilast	skos:exactMatch	CHEBI:47619	piclamilast	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C424423	roflumilast	skos:exactMatch	CHEBI:47657	Roflumilast	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D017319	photosensitizing agent	skos:exactMatch	CHEBI:47868	Photosensitizing Agents	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C521984	Enhydrin	skos:exactMatch	CHEBI:4793	enhydrin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C036466	aniracetam	skos:exactMatch	CHEBI:47943	aniracetam	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C071192	entacapone	skos:exactMatch	CHEBI:4798	entacapone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C038616	Epanolol	skos:exactMatch	CHEBI:4800	epanolol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C068373	eprosartan	skos:exactMatch	CHEBI:4814	eprosartan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D000978	antiparkinson drug	skos:exactMatch	CHEBI:48407	Antiparkinson Agents	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C437965	olmesartan	skos:exactMatch	CHEBI:48416	olmesartan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C036604	esmolol	skos:exactMatch	CHEBI:4856	esmolol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C026718	physostigmine salicylate	skos:exactMatch	CHEBI:48883	physostigmine salicylate	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C062557	Euphol	skos:exactMatch	CHEBI:4940	euphol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C049639	Evodiamine	skos:exactMatch	CHEBI:4948	evodiamine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C056516	exemestane	skos:exactMatch	CHEBI:4953	exemestane	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:D004967	estrogen	skos:exactMatch	CHEBI:50114	Estrogens	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C077130	pefloxacin	skos:exactMatch	CHEBI:50199	perfloxacin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C077073	nitisinone	skos:exactMatch	CHEBI:50378	nitisinone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C059896	miglustat	skos:exactMatch	CHEBI:50381	miglustat	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C065593	cis-vaccenic acid	skos:exactMatch	CHEBI:50464	cis-vaccenic acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C093230	fexofenadine	skos:exactMatch	CHEBI:5050	fexofenadine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D026902	potassium channel blocker	skos:exactMatch	CHEBI:50509	Potassium Channel Blockers	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:D052246	cyclooxygenase 2 inhibitor	skos:exactMatch	CHEBI:50629	Cyclooxygenase 2 Inhibitors	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C541501	1,8-dinitronaphthalene	skos:exactMatch	CHEBI:50642	1,8-dinitronaphthalene	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C055085	calcipotriol	skos:exactMatch	CHEBI:50749	calcipotriene	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C044815	etonogestrel	skos:exactMatch	CHEBI:50777	etonogestrel	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D007155	immunomodulator	skos:exactMatch	CHEBI:50846	Immunologic Factors	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C427248	treprostinil	skos:exactMatch	CHEBI:50861	treprostinil	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C051055	azinomycin B	skos:exactMatch	CHEBI:50862	azinomycin B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C019304	ciprofibrate	skos:exactMatch	CHEBI:50867	ciprofibrate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C115647	eletriptan	skos:exactMatch	CHEBI:50922	eletriptan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D017367	serotonin uptake inhibitor	skos:exactMatch	CHEBI:50949	Serotonin Uptake Inhibitors	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C006149	minaprine	skos:exactMatch	CHEBI:51038	minaprine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C007734	flunisolide	skos:exactMatch	CHEBI:5106	flunisolide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C047638	alfuzosin	skos:exactMatch	CHEBI:51141	alfuzosin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D065128	endothelin receptor antagonist	skos:exactMatch	CHEBI:51451	Endothelin Receptor Antagonists	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:D017879	isothiocyanate	skos:exactMatch	CHEBI:52221	Isothiocyanates	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C000615562	tin-116 atom	skos:exactMatch	CHEBI:52233	Tin-116	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C007493	N(6)-(2,4-dinitrophenyl)lysine	skos:exactMatch	CHEBI:53078	epsilon-dinitrophenyllysine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C027478	glucuronoxylomannan	skos:exactMatch	CHEBI:53457	glucuronoxylomannan	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C477042	Ginkgolide A	skos:exactMatch	CHEBI:5355	ginkgolide A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C045856	ginkgolide B	skos:exactMatch	CHEBI:5356	ginkgolide B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C065496	Glaucolide B	skos:exactMatch	CHEBI:5375	glaucolide B	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C057619	glimepiride	skos:exactMatch	CHEBI:5383	glimepiride	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C008337	butanilicaine	skos:exactMatch	CHEBI:55518	butanilicaine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C057710	cefditoren pivoxil	skos:exactMatch	CHEBI:560555	cefditoren pivoxil	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C023768	Halofantrine	skos:exactMatch	CHEBI:5612	halofantrine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C001329	helenalin	skos:exactMatch	CHEBI:5635	helenalin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C005499	Honokiol	skos:exactMatch	CHEBI:5759	honokiol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C067192	Ibutilide	skos:exactMatch	CHEBI:5856	ibutilide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C037269	3,3,5-trimethylcyclohexanol	skos:exactMatch	CHEBI:59065	3,3,5-trimethylcyclohexanol	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C003402	sapropterin	skos:exactMatch	CHEBI:59560	sapropterin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C014477	diflorasone	skos:exactMatch	CHEBI:59750	diflorasone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C032787	isoalantolactone	skos:exactMatch	CHEBI:5981	isoalantolactone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D011372	progestin	skos:exactMatch	CHEBI:59826	Progestins	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C527876	dihydro-beta-ergocryptine	skos:exactMatch	CHEBI:59925	beta-dihydroergocryptine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C038974	amorolfine	skos:exactMatch	CHEBI:599440	amorolfine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C446481	aliskiren	skos:exactMatch	CHEBI:601027	aliskiren	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C006386	Jatrophone	skos:exactMatch	CHEBI:6086	jatrophone	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C406478	alpha-L-Fuc-(1->2)-[alpha-D-Gal-(1->3)]-beta-D-Gal	skos:exactMatch	CHEBI:61010	blood group B trisaccharide	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C487081	belinostat	skos:exactMatch	CHEBI:61076	belinostat	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C087123	romidepsin	skos:exactMatch	CHEBI:61080	romidepsin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C487932	neratinib	skos:exactMatch	CHEBI:61397	neratinib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C420268	canertinib	skos:exactMatch	CHEBI:61399	Canertinib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C521013	veliparib	skos:exactMatch	CHEBI:62880	veliparib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C115711	PD173074	skos:exactMatch	CHEBI:63448	PD 173074	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C059539	midostaurin	skos:exactMatch	CHEBI:63452	midostaurin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C552428	cabazitaxel	skos:exactMatch	CHEBI:63584	cabazitaxel	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C451734	etravirine	skos:exactMatch	CHEBI:63589	etravirine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C104457	nelarabine	skos:exactMatch	CHEBI:63612	nelarabine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C031967	rasagiline	skos:exactMatch	CHEBI:63620	rasagiline	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C023754	tizanidine	skos:exactMatch	CHEBI:63629	tizanidine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C406224	valdecoxib	skos:exactMatch	CHEBI:63634	valdecoxib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D065100	chemokine receptor 5 antagonist	skos:exactMatch	CHEBI:63673	CCR5 Receptor Antagonists	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C025160	3-aminobenzamide	skos:exactMatch	CHEBI:64042	3-aminobenzamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C043425	vanoxerine	skos:exactMatch	CHEBI:64089	vanoxerine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C090701	GR 127935	skos:exactMatch	CHEBI:64114	GR 127935	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C112765	tanespimycin	skos:exactMatch	CHEBI:64153	tanespimycin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C086108	clobenpropit	skos:exactMatch	CHEBI:64177	clobenpropit	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C097285	nafadotride	skos:exactMatch	CHEBI:64191	nafadotride	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C025463	sulindac sulfone	skos:exactMatch	CHEBI:64212	sulindac sulfone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D004879	ergotamine	skos:exactMatch	CHEBI:64318	Ergotamines	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C107067	2',4',6'-trihydroxyacetophenone	skos:exactMatch	CHEBI:64344	2,4,6-trihydroxyacetophenone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C101425	posaconazole	skos:exactMatch	CHEBI:64355	posaconazole	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C432503	Licarin A	skos:exactMatch	CHEBI:6451	licarin A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:D008012	lidocaine	skos:exactMatch	CHEBI:6456	Lidocaine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C012058	tenocyclidine	skos:exactMatch	CHEBI:64610	tenocyclidine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C426686	ximelagatran	skos:exactMatch	CHEBI:65172	ximelagatran	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C542859	aclidinium bromide	skos:exactMatch	CHEBI:65344	aclidinium bromide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C524865	carfilzomib	skos:exactMatch	CHEBI:65347	carfilzomib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C520025	mirabegron	skos:exactMatch	CHEBI:65349	mirabegron	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C506658	lorcaserin	skos:exactMatch	CHEBI:65353	lorcaserin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C545357	antroquinonol	skos:exactMatch	CHEBI:65415	antroquinonol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C092940	cathestatin B	skos:exactMatch	CHEBI:65600	cathestatin B	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C067452	Lunularic acid	skos:exactMatch	CHEBI:6567	lunularic acid	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C506425	eurycomanone	skos:exactMatch	CHEBI:65887	eurycomanone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C525681	forskoditerpenoside C	skos:exactMatch	CHEBI:65907	forskoditerpenoside C	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C433945	Variecolin	skos:exactMatch	CHEBI:66349	variecolin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C412811	maslinic acid	skos:exactMatch	CHEBI:66682	maslinic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C482884	Panduratin A	skos:exactMatch	CHEBI:66725	panduratin A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C545203	ivacaftor	skos:exactMatch	CHEBI:66901	ivacaftor	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C540383	ruxolitinib	skos:exactMatch	CHEBI:66919	INCB018424	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C539537	maritimetin	skos:exactMatch	CHEBI:6694	maritimetin	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C531521	cortistatin A	skos:exactMatch	CHEBI:67171	cortistatin A	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C105905	perifosine	skos:exactMatch	CHEBI:67272	perifosine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C479321	azadiradione	skos:exactMatch	CHEBI:67280	azadiradione	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C581034	Longikaurin A	skos:exactMatch	CHEBI:67677	longikaurin A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C515179	caryophyllene oxide	skos:exactMatch	CHEBI:67818	caryophyllene oxide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C113861	corosolic acid	skos:exactMatch	CHEBI:67895	corosolic acid	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C090499	salvinorin A	skos:exactMatch	CHEBI:67900	salvinorin A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C442759	ginsenoside Rb1	skos:exactMatch	CHEBI:67989	ginsenoside Rb1	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C047238	metazocine	skos:exactMatch	CHEBI:6799	metazocine	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C572381	Ginsenoside Rg5	skos:exactMatch	CHEBI:67992	ginsenoside Rg5	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C106389	conivaptan	skos:exactMatch	CHEBI:681850	conivaptan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C100286	Methsuximide	skos:exactMatch	CHEBI:6846	methsuximide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C014476	diethyl maleate	skos:exactMatch	CHEBI:68508	diethyl maleate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C523483	linaclotide	skos:exactMatch	CHEBI:68551	linaclotide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C486464	telaprevir	skos:exactMatch	CHEBI:68595	telaprevir	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C089740	abiraterone	skos:exactMatch	CHEBI:68642	abiraterone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C559147	regorafenib	skos:exactMatch	CHEBI:68647	regorafenib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C521273	azilsartan	skos:exactMatch	CHEBI:68850	azilsartan	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C401293	licoricidin	skos:exactMatch	CHEBI:69082	licoricidin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C558581	licorisoflavan A	skos:exactMatch	CHEBI:69083	licorisoflavan A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C515155	glycycoumarin	skos:exactMatch	CHEBI:69087	glycycoumarin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C050295	brazilein	skos:exactMatch	CHEBI:69196	brazilein	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C045621	Miglitol	skos:exactMatch	CHEBI:6935	miglitol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C057916	17-hydroxyjolkinolide B	skos:exactMatch	CHEBI:69828	17-hydroxyjolkinolide B	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C507582	monotropein	skos:exactMatch	CHEBI:6988	monotropein	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C557426	Lauroside B	skos:exactMatch	CHEBI:69959	lauroside B	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C549753	quercetin 3,4'-dimethyl ether	skos:exactMatch	CHEBI:70008	5,7,3'-trihydroxy-3,4'-dimethoxyflavone	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C043482	Moxonidine	skos:exactMatch	CHEBI:7009	moxonidine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C561899	antcin A	skos:exactMatch	CHEBI:70311	antcin A	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C548830	Nodosin	skos:exactMatch	CHEBI:70379	nodosin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C543853	2''O-acetylpolygalacin D2	skos:exactMatch	CHEBI:70445	2''-O-acetyl-polygalacin D2	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C431483	platycodin D3	skos:exactMatch	CHEBI:70447	platycodin D3	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C409816	isopulegol	skos:exactMatch	CHEBI:70479	isopulegol	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C501649	2',4'-dihydroxy-6'-methoxy-3',5'-dimethylchalcone	skos:exactMatch	CHEBI:70658	2',4'-dihydroxy-6'-methoxy-3',5'-dimethylchalcone	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C023635	dienogest	skos:exactMatch	CHEBI:70708	dienogest	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C071423	capsazepine	skos:exactMatch	CHEBI:70773	capsazepine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C479163	tofacitinib	skos:exactMatch	CHEBI:71200	tofacitinib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C516667	pazopanib	skos:exactMatch	CHEBI:71219	pazopanib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C487637	telavancin	skos:exactMatch	CHEBI:71229	telavancin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C522667	asenapine	skos:exactMatch	CHEBI:71253	Asenapine	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C502994	saxagliptin	skos:exactMatch	CHEBI:71272	saxagliptin	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C488250	oleoyl ethanolamide	skos:exactMatch	CHEBI:71466	oleoylethanolamide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C531198	dactolisib	skos:exactMatch	CHEBI:71952	dactolisib	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C493870	bedaquiline	skos:exactMatch	CHEBI:72292	bedaquiline	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C522181	apixaban	skos:exactMatch	CHEBI:72296	apixaban	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
MESH:C517782	pasireotide	skos:exactMatch	CHEBI:72312	pasireotide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
MESH:C467566	pomalidomide	skos:exactMatch	CHEBI:72690	pomalidomide	semapv:ManualMappingCuration	orcid:0000-0001-9439-5346		
