# curie_map:
#   HP: http://purl.obolibrary.org/obo/HP_
#   SCTID: http://purl.obolibrary.org/obo/SCTID_
#   MONARCHPROP: https://data.monarchinitiative.org/property/
#   biolink: http://w3id.org/biolink/vocab/
# comment: Work in progress (Updated 2025-02-18). This is the beginning of a mapping file between HPO and SNOMED-CT.
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_set_id: http://w3id.org/sssom/commons/monarch/hpo-snomed.sssom.tsv
# see_also: https://www.snomed.org/news/snomed-and-the-monarch-initiative-collaborate-to-develop-two-way-maps-for-hpo
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	ext_custom_predicate_id	mapping_justification	ext_comment_tg	ext_comment_sm
HP:0000712	Emotional lability	biolink:PhenotypicFeature	skos:exactMatch	SCTID:18963009	Mood swings (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000713	Agitation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:24199005	Feeling agitated (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000716	Depression	biolink:PhenotypicFeature	skos:exactMatch	SCTID:366979004	Depressed mood (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration	Secondary mapping: 35489007 | Depressive disorder (disorder)	
HP:0000717	Autism	biolink:PhenotypicFeature	skos:exactMatch	SCTID:408856003	Autistic disorder (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		ok - I cannot find SCTID:408856003 - but SCTID:35919005 Pervasive developmental disorder (disorder)!?
HP:0000718	Aggressive behavior	biolink:PhenotypicFeature	skos:exactMatch	SCTID:61372001	Aggressive behavior (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000721	Lack of spontaneous play	biolink:PhenotypicFeature	skos:exactMatch	SCTID:300787005	Unable to initiate spontaneous play (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000727	Frontal lobe dementia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:278857002	Dementia of frontal lobe type (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0000728	Impaired ability to form peer relationships	biolink:PhenotypicFeature	skos:broadMatch	SCTID:88598008	Impaired social interaction (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0000737	Irritability	biolink:PhenotypicFeature	skos:exactMatch	SCTID:55929007	Feeling irritable (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000740	Episodic paroxysmal anxiety	biolink:PhenotypicFeature	skos:exactMatch	SCTID:371631005	Panic disorder (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0000741	Apathy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:20602000	Indifference (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000744	Low frustration tolerance	biolink:PhenotypicFeature	skos:exactMatch	SCTID:286757009	Tends to be intolerant of frustration (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000749	Paroxysmal bursts of laughter	biolink:PhenotypicFeature	skos:broadMatch	SCTID:247985007	Inappropriate laughter (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0000751	Personality changes	biolink:PhenotypicFeature	skos:exactMatch	SCTID:102943000	Personality change (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration	Secondary mapping: 192073007 | Change in personality (disorder)	
HP:0000753	Autism with high cognitive abilities	biolink:PhenotypicFeature	skos:exactMatch	SCTID:702732007	High-functioning autism (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0000756	Agoraphobia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:70691001	Agoraphobia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0000757	Lack of insight	biolink:PhenotypicFeature	skos:exactMatch	SCTID:24340004	Lack of insight (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0000817	Poor eye contact	biolink:PhenotypicFeature	skos:exactMatch	SCTID:412786000	Poor eye contact (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		ok - HP:0000817 = Reduced eye contact
HP:0000845	Elevated circulating growth hormone concentration	biolink:PhenotypicFeature	skos:broadMatch	SCTID:131005001	Increased human growth hormone level (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0001386	Joint swelling	biolink:PhenotypicFeature	skos:exactMatch	SCTID:271771009	Joint swelling (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001402	Hepatocellular carcinoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:109841003	Liver cell carcinoma (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001403	Macrovesicular hepatic steatosis	biolink:PhenotypicFeature	skos:broadMatch	SCTID:197321007	Steatosis of liver (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration	Secondary mapping: 29185008 | Fatty degeneration (morphologic abnormality)	
HP:0001404	Hepatocellular necrosis	biolink:PhenotypicFeature	skos:broadMatch	SCTID:87248009	Hepatic necrosis (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0001405	Periportal fibrosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:870517000	Periportal fibrosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001407	Hepatic cysts	biolink:PhenotypicFeature	skos:exactMatch	SCTID:85057007	Cyst of liver (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001408	Bile duct proliferation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:20239009	Bile duct proliferation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001413	Micronodular cirrhosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:21861000	Micronodular cirrhosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001414	Microvesicular hepatic steatosis	biolink:PhenotypicFeature	skos:broadMatch	SCTID:197321007	Steatosis of liver (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration	Secondary mapping: 29185008 | Fatty degeneration (morphologic abnormality)	
HP:0001433	Hepatosplenomegaly	biolink:PhenotypicFeature	skos:exactMatch	SCTID:36760000	Hepatosplenomegaly (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001483	Eye poking	biolink:PhenotypicFeature	skos:exactMatch	SCTID:78894008	Eye poking (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001489	Posterior vitreous detachment	biolink:PhenotypicFeature	skos:exactMatch	SCTID:247081001	Posterior vitreous detachment (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001491	Congenital fibrosis of extraocular muscles	biolink:PhenotypicFeature	skos:broadMatch	SCTID:400946004	Congenital fibrosis syndrome (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0001492	Axenfeld anomaly	biolink:PhenotypicFeature	skos:exactMatch	SCTID:204152008	Axenfeld anomaly (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001493	Falciform retinal fold	biolink:PhenotypicFeature	skos:exactMatch	SCTID:204181009	Congenital retinal fold (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001537	Umbilical hernia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:396347007	Umbilical hernia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001538	Protuberant abdomen	biolink:PhenotypicFeature	skos:broadMatch	SCTID:60728008	Swollen abdomen (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0001539	Omphalocele	biolink:PhenotypicFeature	skos:exactMatch	SCTID:18735004	Congenital omphalocele (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001540	Diastasis recti	biolink:PhenotypicFeature	skos:exactMatch	SCTID:62629000	Diastasis recti (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001543	Gastroschisis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:72951007	Gastroschisis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001544	Prominent umbilicus	biolink:PhenotypicFeature	skos:exactMatch	SCTID:249539006	Protruding umbilicus (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001545	Anteriorly placed anus	biolink:PhenotypicFeature	skos:broadMatch	SCTID:5153001	Ectopic anus (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0001579	Primary hypercortisolism	biolink:PhenotypicFeature	skos:broadMatch	SCTID:47270006	Hypercortisolism (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0001583	Rotary nystagmus	biolink:PhenotypicFeature	skos:exactMatch	SCTID:44526006	Rotary nystagmus (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001586	Vesicovaginal fistula	biolink:PhenotypicFeature	skos:exactMatch	SCTID:89405008	Vesicovaginal fistula (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001598	Concave nail	biolink:PhenotypicFeature	skos:exactMatch	SCTID:66270006	Koilonychia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001601	Laryngomalacia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:38086007	Laryngomalacia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001607	Subglottic stenosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:22668006	Subglottic stenosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001640	Cardiomegaly	biolink:PhenotypicFeature	skos:exactMatch	SCTID:8186001	Cardiomegaly (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001642	Pulmonic stenosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:56786000	Pulmonic valve stenosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001644	Dilated cardiomyopathy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:399020009	Congestive cardiomyopathy (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001645	Sudden cardiac death	biolink:PhenotypicFeature	skos:exactMatch	SCTID:95281009	Sudden cardiac death (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001648	Cor pulmonale	biolink:PhenotypicFeature	skos:exactMatch	SCTID:83291003	Cor pulmonale (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001650	Aortic valve stenosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:60573004	Aortic valve stenosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001653	Mitral regurgitation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:48724000	Mitral valve regurgitation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001655	Patent foramen ovale	biolink:PhenotypicFeature	skos:exactMatch	SCTID:204317008	Patent foramen ovale (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001658	Myocardial infarction	biolink:PhenotypicFeature	skos:exactMatch	SCTID:22298006	Myocardial infarction (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001659	Aortic regurgitation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:60234000	Aortic valve regurgitation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001663	Ventricular fibrillation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:71908006	Ventricular fibrillation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001664	Torsade de pointes	biolink:PhenotypicFeature	skos:exactMatch	SCTID:31722008	Torsades de pointes (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001667	Right ventricular hypertrophy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:89792004	Right ventricular hypertrophy (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001681	Angina pectoris	biolink:PhenotypicFeature	skos:exactMatch	SCTID:194828000	Angina (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001684	Secundum atrial septal defect	biolink:PhenotypicFeature	skos:exactMatch	SCTID:204315000	Atrial septal defect within oval fossa (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001688	Sinus bradycardia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:49710005	Sinus bradycardia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001694	Right-to-left shunt	biolink:PhenotypicFeature	skos:exactMatch	SCTID:441826000	Right to left cardiac shunt (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001696	Situs inversus totalis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:43876007	Situs inversus viscerum (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration	HPO term has 'Situs inversus' as synonym. Unclear if 68716001 | Situs inversus abdominalis (disorder) could be a more appropriate mapping	
HP:0001704	Tricuspid valve prolapse	biolink:PhenotypicFeature	skos:exactMatch	SCTID:253383003	Tricuspid valve prolapse (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001705	Right ventricular outlet tract obstruction	biolink:PhenotypicFeature	skos:exactMatch	SCTID:253530007	Right ventricular outflow tract obstruction (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001706	Endocardial fibroelastosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:65457005	Endocardial fibroelastosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001708	Right ventricular failure	biolink:PhenotypicFeature	skos:exactMatch	SCTID:367363000	Right ventricular failure (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001716	Wolff-Parkinson-White syndrome	biolink:PhenotypicFeature	skos:exactMatch	SCTID:74390002	Wolff-Parkinson-White pattern (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001717	Coronary artery calcification	biolink:PhenotypicFeature	skos:exactMatch	SCTID:445512009	Calcification of coronary artery (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001722	High-output congestive heart failure	biolink:PhenotypicFeature	skos:broadMatch	SCTID:42343007	Congestive heart failure (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0001723	Restrictive cardiomyopathy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:415295002	Restrictive cardiomyopathy (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001734	Annular pancreas	biolink:PhenotypicFeature	skos:exactMatch	SCTID:40315008	Annular pancreas (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001735	Acute pancreatitis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:197456007	Acute pancreatitis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001737	Pancreatic cysts	biolink:PhenotypicFeature	skos:exactMatch	SCTID:31258000	Cyst of pancreas (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001738	Exocrine pancreatic insufficiency	biolink:PhenotypicFeature	skos:exactMatch	SCTID:47367009	Exocrine pancreatic insufficiency (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001741	Phimosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:449826002	Phimosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration	Secondary mapping: 253854008 | Congenital phimosis (disorder)	
HP:0001746	Asplenia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:707147002	Asplenia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001747	Accessory spleen	biolink:PhenotypicFeature	skos:exactMatch	SCTID:10362008	Accessory spleen (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001748	Polysplenia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:10362008	Accessory spleen (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration	Symptom ambiguity: HPO term has 'accessory spleens' as syn; SNOMED term combines them as well.	
HP:0001790	Nonimmune hydrops fetalis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:276509008	Non-immune hydrops fetalis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001791	Fetal ascites	biolink:PhenotypicFeature	skos:exactMatch	SCTID:363125002	Fetal ascites (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001799	Short nail	biolink:PhenotypicFeature	skos:exactMatch	SCTID:247488004	Brachyonychia (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001803	Nail pits	biolink:PhenotypicFeature	skos:exactMatch	SCTID:89704006	Pitting of nails (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001807	Ridged nail	biolink:PhenotypicFeature	skos:exactMatch	SCTID:271768001	Ridged nails (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001809	Split nail	biolink:PhenotypicFeature	skos:exactMatch	SCTID:247493001	Splits in nails (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001810	Dystrophic toenail	biolink:PhenotypicFeature	skos:broadMatch	SCTID:700189007	Abnormality of nail of toe (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0001812	Hyperconvex fingernails	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0001814	Deep-set nails	biolink:PhenotypicFeature	skos:broadMatch	SCTID:238715009	Developmental abnormality of nail (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0001818	Paronychia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:71906005	Paronychia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001821	Broad nail	biolink:PhenotypicFeature	skos:broadMatch	SCTID:238715009	Developmental abnormality of nail (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration	SNOMED does not seem to have a top-level abnormality for fingernails	
HP:0001920	Renal artery stenosis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:302233006	Renal artery stenosis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0001962	Palpitations	biolink:PhenotypicFeature	skos:exactMatch	SCTID:80313002	Palpitations (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0001971	Hypersplenism	biolink:PhenotypicFeature	skos:exactMatch	SCTID:58381000	Hypersplenism (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002067	Bradykinesia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:399317006	Bradykinesia (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002068	Neuromuscular dysphagia	biolink:PhenotypicFeature	skos:broadMatch	SCTID:40739000	Dysphagia (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0002070	Limb ataxia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:11145003	Single limb ataxia (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration	Note the cardinality imposed by SNOMED	
HP:0002073	Progressive cerebellar ataxia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:230233000	Progressive cerebellar ataxia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002075	Dysdiadochokinesis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:23133003	Dysdiadochokinesis (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002077	Migraine with aura	biolink:PhenotypicFeature	skos:exactMatch	SCTID:4473006	Migraine with aura (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002080	Intention tremor	biolink:PhenotypicFeature	skos:exactMatch	SCTID:30721006	Intention tremor (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002083	Migraine without aura	biolink:PhenotypicFeature	skos:exactMatch	SCTID:56097005	Migraine without aura (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002085	Occipital encephalocele	biolink:PhenotypicFeature	skos:exactMatch	SCTID:42376006	Occipital encephalocele (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002127	Abnormal upper motor neuron morphology	biolink:PhenotypicFeature	skos:exactMatch	SCTID:95647008	Upper motor neuron disease (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002131	Episodic ataxia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:421455009	Episodic ataxia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002132	Porencephalic cyst	biolink:PhenotypicFeature	skos:exactMatch	SCTID:65705009	Porencephalic cyst (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002135	Basal ganglia calcification	biolink:PhenotypicFeature	skos:exactMatch	SCTID:16818591000119108	Calcification of basal ganglia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002136	Broad-based gait	biolink:PhenotypicFeature	skos:exactMatch	SCTID:25136009	Ataxic gait (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002138	Subarachnoid hemorrhage	biolink:PhenotypicFeature	skos:exactMatch	SCTID:21454007	Subarachnoid intracranial hemorrhage (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002144	Tethered cord	biolink:PhenotypicFeature	skos:exactMatch	SCTID:70534000	Occult spinal dysraphism sequence (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002168	Scanning speech	biolink:PhenotypicFeature	skos:exactMatch	SCTID:77420001	Scanning speech (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002172	Postural instability	biolink:PhenotypicFeature	skos:closeMatch	SCTID:282302006	Difficulty balancing (finding)	biolink:PhenotypicFeature	skos:closeMatch	semapv:ManualMappingCuration	Note: SCTID: 387603000 | Impairment of balance (finding) has multiple children with very close and slightly ambiguous semantics	ok
HP:0002173	Hypoglycemic seizures	biolink:PhenotypicFeature	skos:exactMatch	SCTID:308680003	Hypoglycemia-induced convulsion (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002179	Opisthotonus	biolink:PhenotypicFeature	skos:exactMatch	SCTID:8652009	Opisthotonus (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002181	Cerebral edema	biolink:PhenotypicFeature	skos:exactMatch	SCTID:2032001	Cerebral edema (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002183	Phonophobia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:313387002	Phonophobia (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002185	Neurofibrillary tangles	biolink:PhenotypicFeature	skos:exactMatch	SCTID:85775002	Neurofibrillary degeneration (morphologic abnormality)		semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002187	Intellectual disability, profound	biolink:PhenotypicFeature	skos:exactMatch	SCTID:31216003	Profound intellectual disability (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002190	Choroid plexus cyst	biolink:PhenotypicFeature	skos:exactMatch	SCTID:230790004	Choroid plexus cyst (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002193	Pseudobulbar behavioral symptoms	biolink:PhenotypicFeature	skos:exactMatch	SCTID:432776007	Pseudobulbar affect (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002199	Hypocalcemic seizures	biolink:PhenotypicFeature	skos:broadMatch	SCTID:230431001	Situation-related seizures (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0002203	Respiratory paralysis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:95430002	Respiratory tract paralysis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002835	Aspiration	biolink:PhenotypicFeature	skos:exactMatch	SCTID:68052005	Pulmonary aspiration (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002836	Bladder exstrophy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:61758007	Exstrophy of bladder sequence (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002839	Urinary bladder sphincter dysfunction	biolink:PhenotypicFeature	skos:narrowMatch	SCTID:370555000	Urinary incontinence due to urethral sphincter incompetence (finding)	biolink:PhenotypicFeature	semapv:findingToFindingNarrowMatch	semapv:ManualMappingCuration		
