# curie_map:
#   APO: http://purl.obolibrary.org/obo/APO_
#   DDPHENO: http://purl.obolibrary.org/obo/DDPHENO_
#   FBcv: http://purl.obolibrary.org/obo/FBcv_
#   FYPO: http://purl.obolibrary.org/obo/FYPO_
#   HP: http://purl.obolibrary.org/obo/HP_
#   MP: http://purl.obolibrary.org/obo/MP_
#   PHIPO: http://purl.obolibrary.org/obo/PHIPO_
#   PLANP: http://purl.obolibrary.org/obo/PLANP_
#   WBPhenotype: http://purl.obolibrary.org/obo/WBPhenotype_
#   XPO: http://purl.obolibrary.org/obo/XPO_
#   ZP: http://purl.obolibrary.org/obo/ZP_
#   obo: http://purl.obolibrary.org/obo/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_description: A manual matching pipeline maintained by the Monarch Initiative.
# mapping_set_id: http://w3id.org/sssom/commons/monarch/upheno-lexical-oak.sssom.tsv
# object_source: obo:mp
# subject_source: obo:hp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source
HP:0009892	Anotia (HPO)	skos:exactMatch	MP:0003142	anotia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009900	Unilateral deafness (HPO)	skos:exactMatch	MP:0004699	unilateral deafness (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009910	Aplasia of the middle ear ossicles (HPO)	skos:exactMatch	MP:0000040	absent middle ear ossicles (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009911	Abnormal temporal bone morphology (HPO)	skos:exactMatch	MP:0005272	abnormal temporal bone morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009914	Cyclopia (HPO)	skos:exactMatch	MP:0005163	cyclopia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009916	Anisocoria (HPO)	skos:exactMatch	MP:0006240	anisocoria (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009918	Ectopia pupillae (HPO)	skos:exactMatch	MP:0006241	abnormal placement of pupils (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009922	Vascular remnant arising from the disc (HPO)	skos:exactMatch	MP:0012538	persistent hyaloid artery (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009926	Epiphora (HPO)	skos:exactMatch	HP:0031731	Increased tear production (HPO)	semapv:LexicalMatching	obo:hp	obo:hp
HP:0009926	Epiphora (HPO)	skos:exactMatch	MP:0001349	excessive tearing (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009931	Enlarged naris (HPO)	skos:exactMatch	XPO:0130934	increased size of the nostril (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0009932	Single naris (HPO)	skos:exactMatch	MP:0013790	single external naris (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009933	Narrow naris (HPO)	skos:exactMatch	MP:0013789	small external nares (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009936	Narrow nasal septum (HPO)	skos:exactMatch	MP:0030206	thin nasal septum (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0009939	Mandibular aplasia (HPO)	skos:exactMatch	XPO:0125957	absent lower jaw (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010280	Stomatitis (HPO)	skos:exactMatch	MP:0003746	stomatitis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010286	Abnormal salivary gland morphology (HPO)	skos:exactMatch	MP:0000613	abnormal salivary gland morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010296	Ankyloglossia (HPO)	skos:exactMatch	MP:0013264	tongue ankylosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010297	Bifid tongue (HPO)	skos:exactMatch	MP:0009910	bifurcated tongue (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010297	Bifid tongue (HPO)	skos:exactMatch	MP:0009909	bifid tongue (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010299	Abnormal dentin morphology (HPO)	skos:exactMatch	XPO:0101258	abnormal dentine (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010299	Abnormal dentin morphology (HPO)	skos:exactMatch	MP:0002818	abnormal dentin morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010301	Spinal dysraphism (HPO)	skos:exactMatch	MP:0003054	spina bifida (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010307	Stridor (HPO)	skos:exactMatch	MP:0013752	stridor (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010309	Bifid sternum (HPO)	skos:exactMatch	MP:0004320	split sternum (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010310	Chylothorax (HPO)	skos:exactMatch	MP:0003660	chylothorax (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010316	Ebstein anomaly of the tricuspid valve (HPO)	skos:exactMatch	MP:0010536	Ebstein's malformation of tricuspid valve (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010438	Abnormal ventricular septum morphology (HPO)	skos:exactMatch	MP:0000281	abnormal interventricular septum morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010442	Polydactyly (HPO)	skos:exactMatch	MP:0000562	polydactyly (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010444	Pulmonary insufficiency (HPO)	skos:exactMatch	MP:0006048	pulmonary valve regurgitation (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010445	Primum atrial septal defect (HPO)	skos:exactMatch	MP:0010404	ostium primum atrial septal defect (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010446	Tricuspid stenosis (HPO)	skos:exactMatch	MP:0006124	tricuspid valve stenosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010447	Anal fistula (HPO)	skos:exactMatch	MP:0003319	anal fistula (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010448	Colonic atresia (HPO)	skos:exactMatch	MP:0031343	colon atresia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010450	Esophageal stenosis (HPO)	skos:exactMatch	MP:0010884	esophagus stenosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010452	Ectopia of the spleen (HPO)	skos:exactMatch	MP:0020825	ectopic spleen (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010458	Female pseudohermaphroditism (HPO)	skos:exactMatch	MP:0002788	female pseudohermaphroditism (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010459	True hermaphroditism (HPO)	skos:exactMatch	MP:0002213	true hermaphroditism (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010461	Abnormality of the male genitalia (HPO)	skos:exactMatch	MP:0009198	abnormal male genitalia morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010463	Aplasia of the ovary (HPO)	skos:exactMatch	XPO:0125071	absent ovary (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010469	Absent testis (HPO)	skos:exactMatch	XPO:0125353	absent testis (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010477	Aplasia of the bladder (HPO)	skos:exactMatch	XPO:0125689	absent bladder (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010479	Patent urachus (HPO)	skos:exactMatch	MP:0011852	patent urachus (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010497	Sirenomelia (HPO)	skos:exactMatch	MP:0003445	sirenomelia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010514	Hyperpituitarism (HPO)	skos:exactMatch	MP:0003347	hyperpituitarism (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010516	Thymus hyperplasia (HPO)	skos:exactMatch	MP:0000708	thymus hyperplasia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010537	Wide cranial sutures (HPO)	skos:exactMatch	MP:0030029	wide cranial sutures (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010539	Thin calvarium (HPO)	skos:exactMatch	MP:0030279	thin neurocranium (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010605	Chalazion (HPO)	skos:exactMatch	MP:0013390	Meibomian gland cyst (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010626	Anterior pituitary agenesis (HPO)	skos:exactMatch	MP:0005315	absent pituitary gland (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010633	Partial anosmia (HPO)	skos:exactMatch	MP:0008544	impaired olfaction (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010633	Partial anosmia (HPO)	skos:exactMatch	HP:0004409	Hyposmia (HPO)	semapv:LexicalMatching	obo:hp	obo:hp
HP:0010648	Dermal translucency (HPO)	skos:exactMatch	MP:0001201	translucent skin (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010650	Hypoplasia of the premaxilla (HPO)	skos:exactMatch	MP:0004870	small premaxilla (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010667	Aplasia of the maxilla (HPO)	skos:exactMatch	MP:0004539	absent maxilla (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010668	Abnormal zygomatic bone morphology (HPO)	skos:exactMatch	MP:0005270	abnormal zygomatic bone morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010695	Sutural cataract (HPO)	skos:exactMatch	MP:0010261	sutural cataract (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010696	Polar cataract (HPO)	skos:exactMatch	MP:0010258	polar cataract (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010701	Abnormal immunoglobulin level (HPO)	skos:exactMatch	MP:0002490	abnormal immunoglobulin level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010702	Increased circulating antibody level (HPO)	skos:exactMatch	MP:0002461	increased immunoglobulin level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010702	Increased circulating antibody level (HPO)	skos:exactMatch	MP:0002493	increased IgG level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010728	Aplasia of the retina (HPO)	skos:exactMatch	MP:0009773	absent retina (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010735	Polyostotic fibrous dysplasia (HPO)	skos:exactMatch	MP:0031350	polyostotic fibrous dysplasia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010736	Monostotic fibrous dysplasia (HPO)	skos:exactMatch	MP:0031349	monostotic fibrous dysplasia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010773	Partial anomalous pulmonary venous return (HPO)	skos:exactMatch	MP:0010442	partial anomalous pulmonary venous connection (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010774	Cor triatriatum (HPO)	skos:exactMatch	MP:0010409	cor triatriatum (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010775	Vascular ring (HPO)	skos:exactMatch	MP:0010466	vascular ring (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010783	Erythema (HPO)	skos:exactMatch	MP:0001190	reddish skin (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010784	Uterine neoplasm (HPO)	skos:exactMatch	MP:0009222	increased uterus tumor incidence (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010799	Pinealoma (HPO)	skos:exactMatch	MP:0013365	increased pineal gland tumor incidence (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010808	Protruding tongue (HPO)	skos:exactMatch	MP:0009908	protruding tongue (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010831	Impaired proprioception (HPO)	skos:exactMatch	MP:0001516	abnormal motor coordination/balance (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010876	Abnormal circulating protein concentration (HPO)	skos:exactMatch	MP:0005416	abnormal circulating protein level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010882	Pulmonary valve atresia (HPO)	skos:exactMatch	MP:0006130	pulmonary valve atresia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010883	Aortic valve atresia (HPO)	skos:exactMatch	MP:0006115	aortic valve atresia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010910	Hypervalinemia (HPO)	skos:exactMatch	MP:0030727	increased circulating valine level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010911	Hyperleucinemia (HPO)	skos:exactMatch	MP:0030750	increased circulating leucine level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010913	Hyperisoleucinemia (HPO)	skos:exactMatch	MP:0030715	increased circulating isoleucine level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010923	Anterior subcapsular cataract (HPO)	skos:exactMatch	MP:0010252	anterior subcapsular cataract (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010924	Posterior cortical cataract (HPO)	skos:exactMatch	MP:0010257	posterior cortical cataract (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010939	Abnormal nasal bone morphology (HPO)	skos:exactMatch	MP:0000102	abnormal nasal bone morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010944	Abnormal renal pelvis morphology (HPO)	skos:exactMatch	MP:0004194	abnormal kidney pelvis morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010950	Abnormal fourth ventricle morphology (HPO)	skos:exactMatch	MP:0000828	abnormal fourth ventricle morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010951	Abnormal third ventricle morphology (HPO)	skos:exactMatch	XPO:0102755	abnormal third ventricle morphology (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010953	Noncommunicating hydrocephalus (HPO)	skos:exactMatch	MP:0000917	obstructive hydrocephaly (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010958	Bilateral renal agenesis (HPO)	skos:exactMatch	XPO:0125089	absent kidney (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0010958	Bilateral renal agenesis (HPO)	skos:exactMatch	MP:0000520	absent kidney (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010974	Abnormal myeloid leukocyte morphology (HPO)	skos:exactMatch	MP:0008250	abnormal myeloid leukocyte morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010976	B lymphocytopenia (HPO)	skos:exactMatch	MP:0005017	decreased B cell number (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0010977	Abnormal phagocytosis (HPO)	skos:exactMatch	DDPHENO:0001006	aberrant phagocytosis (DDPHENO)	semapv:LexicalMatching	obo:hp	obo:ddpheno
HP:0010999	Aplasia of the optic tract (HPO)	skos:exactMatch	XPO:0126284	absent optic tract (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011001	Increased bone mineral density (HPO)	skos:exactMatch	MP:0000062	increased bone mineral density (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011001	Increased bone mineral density (HPO)	skos:exactMatch	MP:0005422	osteosclerosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011002	Osteopetrosis (HPO)	skos:exactMatch	MP:0000067	osteopetrosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011003	High myopia (HPO)	skos:exactMatch	MP:0003101	high myopia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011004	Abnormal systemic arterial morphology (HPO)	skos:exactMatch	MP:0011655	abnormal systemic artery morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011014	Abnormal glucose homeostasis (HPO)	skos:exactMatch	MP:0002078	abnormal glucose homeostasis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011025	Abnormal cardiovascular system physiology (HPO)	skos:exactMatch	MP:0001544	abnormal cardiovascular system physiology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011027	Abnormal fallopian tube morphology (HPO)	skos:exactMatch	MP:0003574	abnormal oviduct morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011029	Internal hemorrhage (HPO)	skos:exactMatch	MP:0001634	internal hemorrhage (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011034	Amyloidosis (HPO)	skos:exactMatch	MP:0000604	amyloidosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011035	Abnormal renal cortex morphology (HPO)	skos:exactMatch	MP:0000521	abnormal kidney cortex morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011037	Decreased urine output (HPO)	skos:exactMatch	MP:0031358	decreased urine output (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011054	Agenesis of molar (HPO)	skos:exactMatch	MP:0003931	absent molars (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011062	Misalignment of incisors (HPO)	skos:exactMatch	MP:0030541	misaligned incisors (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011063	Abnormal incisor morphology (HPO)	skos:exactMatch	MP:0005358	abnormal incisor morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011069	Supernumerary tooth (HPO)	skos:exactMatch	MP:0004033	supernumerary teeth (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011070	Abnormal molar morphology (HPO)	skos:exactMatch	MP:0002689	abnormal molar morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011072	Rootless teeth (HPO)	skos:exactMatch	MP:0030495	absent tooth root (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011079	Impacted tooth (HPO)	skos:exactMatch	HP:0001571	Multiple impacted teeth (HPO)	semapv:LexicalMatching	obo:hp	obo:hp
HP:0011079	Impacted tooth (HPO)	skos:exactMatch	MP:0030505	tooth impaction (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011090	Fused teeth (HPO)	skos:exactMatch	MP:0030472	fused teeth (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011096	Peripheral demyelination (HPO)	skos:exactMatch	MP:0000921	demyelination (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011102	Ileal atresia (HPO)	skos:exactMatch	MP:0011879	ileum atresia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011105	Hypervolemia (HPO)	skos:exactMatch	MP:0010127	hypervolemia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011106	Hypovolemia (HPO)	skos:exactMatch	MP:0010128	hypovolemia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011121	Abnormality of skin morphology (HPO)	skos:exactMatch	MP:0002060	abnormal skin morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011123	Inflammatory abnormality of the skin (HPO)	skos:exactMatch	MP:0004947	skin inflammation (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011130	Abnormal renal calyx morphology (HPO)	skos:exactMatch	MP:0004195	abnormal kidney calyx morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011219	Short face (HPO)	skos:exactMatch	MP:0030066	short face (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011220	Prominent forehead (HPO)	skos:exactMatch	MP:0030049	prominent forehead (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011224	Ablepharon (HPO)	skos:exactMatch	MP:0001341	absent eyelids (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011273	Anisocytosis (HPO)	skos:exactMatch	MP:0002642	anisocytosis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011283	Abnormal metencephalon morphology (HPO)	skos:exactMatch	MP:0000847	abnormal metencephalon morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011297	Abnormal digit morphology (HPO)	skos:exactMatch	XPO:0100178	abnormal digit (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011297	Abnormal digit morphology (HPO)	skos:exactMatch	XPO:0101810	abnormal digit morphology (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011297	Abnormal digit morphology (HPO)	skos:exactMatch	MP:0002110	abnormal digit morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011301	Absent foot (HPO)	skos:exactMatch	XPO:0103900	absent foot (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011330	Metopic synostosis (HPO)	skos:exactMatch	MP:0030367	premature metopic suture closure (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011332	Hemifacial hypoplasia (HPO)	skos:exactMatch	MP:0030100	hemifacial hypoplasia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011348	Abnormal sixth cranial nerve morphology (HPO)	skos:exactMatch	XPO:0102481	abnormal abducens nerve morphology (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011359	Dry hair (HPO)	skos:exactMatch	MP:0014053	dry hair (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011372	Aplasia of the inner ear (HPO)	skos:exactMatch	XPO:0103297	absent inner ear (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011375	Cochlear aplasia (HPO)	skos:exactMatch	MP:0003147	absent cochlea (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011377	Aplasia of the vestibule (HPO)	skos:exactMatch	XPO:0125827	absent vestibule (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011381	Aplasia of the semicircular canal (HPO)	skos:exactMatch	XPO:0125302	absent semicircular canal (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011383	Enlarged semicircular canal (HPO)	skos:exactMatch	XPO:0130018	increased size of the semicircular canal (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011403	Abnormal umbilical cord blood vessel morphology (HPO)	skos:exactMatch	MP:0012300	abnormal umbilical cord blood vessel morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011423	Hyperchloremia (HPO)	skos:exactMatch	MP:0003019	increased circulating chloride level (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011455	Absent malleus (HPO)	skos:exactMatch	MP:0004319	absent malleus (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011456	Absent stapes (HPO)	skos:exactMatch	XPO:0125024	absent stapes (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011457	Loss of eyelashes (HPO)	skos:exactMatch	MP:0000425	loss of eyelid cilia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011467	Absent gallbladder (HPO)	skos:exactMatch	MP:0003250	absent gallbladder (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011467	Absent gallbladder (HPO)	skos:exactMatch	XPO:0103284	absent gall bladder (XPO)	semapv:LexicalMatching	obo:hp	obo:xpo
HP:0011468	Facial tics (HPO)	skos:exactMatch	MP:0030143	facial muscle spasm (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011480	Unilateral microphthalmos (HPO)	skos:exactMatch	MP:0031289	unilateral microphthalmia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011482	Abnormal lacrimal gland morphology (HPO)	skos:exactMatch	MP:0001346	abnormal lacrimal gland morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011483	Anterior synechiae of the anterior chamber (HPO)	skos:exactMatch	MP:0011481	anterior iris synechia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011490	Abnormal Descemet membrane morphology (HPO)	skos:exactMatch	MP:0004284	abnormal Descemet membrane morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011495	Abnormal corneal epithelium morphology (HPO)	skos:exactMatch	MP:0006000	abnormal corneal epithelium morphology (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011496	Corneal neovascularization (HPO)	skos:exactMatch	MP:0005542	corneal vascularization (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011499	Mydriasis (HPO)	skos:exactMatch	MP:0002546	mydriasis (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011500	Polycoria (HPO)	skos:exactMatch	MP:0006235	polycoria (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011506	Choroidal neovascularization (HPO)	skos:exactMatch	MP:0005546	choroidal neovascularization (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011527	Lentiglobus (HPO)	skos:exactMatch	MP:0031316	lentiglobus (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011536	Right atrial isomerism (HPO)	skos:exactMatch	MP:0006061	right atrial isomerism (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011537	Left atrial isomerism (HPO)	skos:exactMatch	MP:0008461	left atrial isomerism (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011538	Atrial situs inversus (HPO)	skos:exactMatch	MP:0010431	atrial situs inversus (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011546	Abnormal atrioventricular connection (HPO)	skos:exactMatch	MP:0010435	abnormal heart atrium and ventricle connection (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011555	Double inlet left ventricle (HPO)	skos:exactMatch	MP:0010433	double inlet heart left ventricle (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011556	Double inlet right ventricle (HPO)	skos:exactMatch	MP:0010434	double inlet heart right ventricle (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011560	Mitral atresia (HPO)	skos:exactMatch	MP:0006119	mitral valve atresia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011565	Common atrium (HPO)	skos:exactMatch	MP:0010406	common atrium (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011566	Cor triatriatum dexter (HPO)	skos:exactMatch	MP:0010411	cor triatriatum dextrum (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011567	Sinus venosus atrial septal defect (HPO)	skos:exactMatch	MP:0010408	sinus venosus atrial septal defect (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011573	Hypoplastic tricuspid valve (HPO)	skos:exactMatch	MP:0011680	tricuspid valve hypoplasia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011576	Intermediate atrioventricular canal defect (HPO)	skos:exactMatch	MP:0010415	intermediate atrioventricular septal defect (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011577	Partial atrioventricular canal defect (HPO)	skos:exactMatch	MP:0010414	partial atrioventricular septal defect (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011581	Double outlet left ventricle (HPO)	skos:exactMatch	MP:0010427	double outlet left ventricle (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011588	Cervical aortic arch (HPO)	skos:exactMatch	MP:0004161	cervical aortic arch (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011590	Double aortic arch (HPO)	skos:exactMatch	MP:0004159	double aortic arch (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
HP:0011599	Mesocardia (HPO)	skos:exactMatch	MP:0000650	mesocardia (MPO)	semapv:LexicalMatching	obo:hp	obo:mp
